450845007772418049|30.18633018|-81.8168885|jaymulamula|Tue Apr 01 04:00:00 +0000 2014|“@Mvlatto_: pussy phat, pussy juicy” -jors life|jors juicy life mvlatto phat pussy
450845007809744897|36.53132505|-119.29164973|lilg_559|Tue Apr 01 04:00:00 +0000 2014|Nice shit from the angles|angles from nice shit the
450845007868878848|38.77031664|-76.98768104|TweetBucky|Tue Apr 01 04:00:00 +0000 2014|@Scotty_DoesIt your tweets be funny af|funny tweets your
450845007939788801|41.5190948|-88.0718613|genovevaortiz86|Tue Apr 01 04:00:00 +0000 2014|Oh no !!!! April showers|april showers
450845007965351936|32.79037773|-83.6948533|tomeacia|Tue Apr 01 04:00:00 +0000 2014|Lil Shawty don't get off til 1:30 &amp; I'm bored , Ima be sleep when he clock out fuck dot !!!!|bored clock don dot fuck get ima lil off out shawty sleep til when
450845007973343232|35.9675873|-84.0297143|Travis_Cabage|Tue Apr 01 04:00:00 +0000 2014|"@ESPNMondayNight: We would like to wish Jon the best as he goes with Peyton Manning to the Vols basketball team." YES!|basketball best espnmondaynight goes jon like manning peyton team the vols wish with would yes
450845007994298369|25.63861111|-100.29277778|DW9577SW|Tue Apr 01 04:00:00 +0000 2014|Wind 0.0 km/h SSW. Barometer 1012.5 mb, Rising. Temperature 25.3 °C. Rain today 0.0 mm. Humidity 64%|1012 barometer humidity rain rising ssw temperature today wind
450845008024059904|40.73584097|-73.90406758|desireejs_|Tue Apr 01 04:00:00 +0000 2014|“@fivesosed: only the 5SOS fam https://t.co/aYgdi5s27z”❤️😍😍😍😍👏👏👏yessss|5sos fam fivesosed only the
450845008024068096|27.90540209|-82.76535373|SharkTheFA|Tue Apr 01 04:00:00 +0000 2014|@CherryBomb_cK congrats|congrats
450845008053039104|41.7039132|-86.23458941|TheRealNelia|Tue Apr 01 04:00:00 +0000 2014|I wasn't ready|ready wasn
450845008057233408|38.69191827|-120.99201749|carynvieira|Tue Apr 01 04:00:00 +0000 2014|"she probs likes him cuz he still hot n played a sport last year" @austineldred_ - "What'd he play golf😂" god damnit lol|cuz damnit god golf him hot last likes lol play played probs she sport still what year
450845008091160576|37.16768175|-94.84705203|vee_valle|Tue Apr 01 04:00:00 +0000 2014|@xo_gld @MorgannnBoo stayyy MIA!! ol bishhh asss 😉|asss bishhh mia stayyy
450845008157892608|39.63932504|-86.85989097|NickTobar6|Tue Apr 01 04:00:00 +0000 2014|@emmyward456 gotta love it|gotta love
450845008170479616|33.690389|-116.2450169|pena0902|Tue Apr 01 04:00:00 +0000 2014|Got em! #Angels|#angels got
450845008204017664|47.65952256|-122.30391559|GoCharmandre|Tue Apr 01 04:00:00 +0000 2014|@reemadhanani resist until you're in the comfort of your own room with a box of tissues!|box comfort own resist room the tissues until with you your
450845008233373696|32.52271213|-92.62945449|millionAire_too|Tue Apr 01 04:00:00 +0000 2014|That 20 Minute Nap Got Me Rejuvinated...😙|got minute nap rejuvinated that
450845008233390081|32.6585992|-96.8650344|Emman3X|Tue Apr 01 04:00:00 +0000 2014|Promise you, ima be a white boy in college|boy college ima promise white you
450845008233394176|34.10126834|-117.61032248|Alexisss_Loveee|Tue Apr 01 04:00:00 +0000 2014|“@ewwwwnicole: tru http://t.co/jplESTVFbP”|ewwwwnicole tru
450845008384360448|33.3784421|-111.9886887|LVEKCBUASi|Tue Apr 01 04:00:00 +0000 2014|@cedesramirez girl let's fade|fade girl let
450845008438890496|37.674303|-97.4133581|Caseyy_cx|Tue Apr 01 04:00:00 +0000 2014|i don't know if i will.....|don know will
450845008438910977|38.60030973|-121.42880486|ElsieNegrete|Tue Apr 01 04:00:00 +0000 2014|I swear Miguel is in drugs haha|drugs haha miguel swear
450845008476663808|43.44111111|-79.66611111|TOWARF_Wx|Tue Apr 01 04:00:00 +0000 2014|#Oakville 00:00 Calm ---0.0kts G0.0kts 1019.99hPa Falling slowly 3.9C Falling DP-1.9C RH66% http://t.co/d34HRzaJ1f|#oakville 0kts 1019 99hpa calm falling rh66 slowly
450845008586100737|41.89900222|-87.88740397|_Chinoo23|Tue Apr 01 04:00:01 +0000 2014|@TrillestAlex smh apperently the jv field wasnt ready and we practiced there. Wtf is wrong with proviso 😓|and apperently field practiced proviso ready smh the there wasnt with wrong wtf
450845008674185216|29.93642409|-90.19976322|Bocephus50|Tue Apr 01 04:00:01 +0000 2014|I love Elvis|elvis love
450845008703131649|39.1941945|-84.41114405|_cpaddy|Tue Apr 01 04:00:01 +0000 2014|@Nana_Green33 lol that ratchet show I have to stay away from|away from have lol ratchet show stay that
450845008728293376|31.07522149|-92.05311932|emilyaimeesmom|Tue Apr 01 04:00:01 +0000 2014|Smh some people take things too far was all that shit really needed to be said all you're doing is showing everyone how childish you are.|all are childish doing everyone far how needed people really said shit showing smh some take that things too was you
450845008807993344|43.06936884|-89.40083741|sassy_shanisey|Tue Apr 01 04:00:01 +0000 2014|"Hey Sami do you remember when I sucked your finger this weekend?" "Yea I felt your tongue technique and everything" @samilangee 😂|and everything felt finger hey remember sami sucked technique this tongue weekend when yea you your
450845008929628160|33.86137709|-118.36174047|allievorn|Tue Apr 01 04:00:01 +0000 2014|Wish things worked in my favor every now and then|and every favor now then things wish worked
450845009005543424|40.001931|-79.9047335|Dfergusonnn|Tue Apr 01 04:00:01 +0000 2014|I want to hold your hand.|hand hold want your
450845009294946304|33.38534926|-84.77286506|somuchmaryjane|Tue Apr 01 04:00:01 +0000 2014|I need thank shxt I had on thanksgiving that shxt had me gone 😌|gone had need shxt thank thanksgiving that
450845009328472064|36.08944135|-80.22352919|Celebrity_Ke|Tue Apr 01 04:00:01 +0000 2014|It's gonna be a long night 😩|gonna long night
450845009349058560|33.58566659|-112.38835027|Tucker_the_Cat|Tue Apr 01 04:00:01 +0000 2014|@Gibbons_Dalton wow ur perf|perf wow
450845009437155328|34.04536798|-117.45950402|Comboverlyfee|Tue Apr 01 04:00:01 +0000 2014|@mdude131 well when are you gonna lose your virginity ?|are gonna lose virginity well when you your
450845009475297280|32.8829726|-111.7186258|bree_ibarra|Tue Apr 01 04:00:01 +0000 2014|Don't feel like arguing buuuuuutttttt|arguing buuuuuutttttt don feel like
450845009562988545|47.39950854|-122.27998743|Ronye_West|Tue Apr 01 04:00:01 +0000 2014|okay then..|okay then
450845009638862848|26.59013813|-82.00154988|J_Frey15|Tue Apr 01 04:00:01 +0000 2014|“@TheEllaKulynych: http://t.co/YghZWy9uXz”rt|theellakulynych
450845009642655744|34.7865161|-80.6997224|AlliBooneBishes|Tue Apr 01 04:00:01 +0000 2014|#Relationshiplikethis http://t.co/4qKnJVm7sn|#relationshiplikethis
450845009907318784|42.1171271|-80.0702883|Dat_Nigga_11|Tue Apr 01 04:00:01 +0000 2014|Smfh can't belive I seen that. ..-_-|belive can seen smfh that
450845009961435137|33.819747|-116.467594|fightfortracy|Tue Apr 01 04:00:01 +0000 2014|"@KayyHooligan: @fightfortracy Skype me" you sure you won't fall asleep? 😒|asleep fall kayyhooligan skype sure won you
450845010871599105|40.32198297|-104.60403515|TaylorStout20|Tue Apr 01 04:00:01 +0000 2014|@KaylyFlot @TedOfficialPage hahaha wade today 😂 seriously the sassiest mother fucker I've ever met. I wish I had his confidence 👍|confidence ever fucker had hahaha his met mother sassiest seriously the today wade wish
450845010951303169|39.70614796|-75.11317947|rtclayton86|Tue Apr 01 04:00:01 +0000 2014|@zachbraff it wasn't rounds on their first day as interns, that's for sure|day first for interns rounds sure that their wasn
450845010981040128|41.39208201|-73.95811444|HungLikeJustin|Tue Apr 01 04:00:01 +0000 2014|Thank you Ally😍“@AllyRodriguez_: @HungLikeJustin happy birthday justin❤️❤️”|ally allyrodriguez birthday happy justin thank you
450845011030994944|33.4867876|-112.2419065|WhereisAlexis27|Tue Apr 01 04:00:01 +0000 2014|Like I said. Better steal Josh #TheVoice|#thevoice better josh like said steal
450845011069140993|40.2037492|-74.71096356|Ecuadorian_Obey|Tue Apr 01 04:00:01 +0000 2014|@Muuah_ @Muuah_ @Muuah_ HAPPY BIRTHDAY It's The Biggest Day in Your Life I Hope You Have Fun HAPPY BIRTHDAY 👌👌😊😊 http://t.co/xdAUXlJ3jf|biggest birthday day fun happy have hope life the you your
450845011102679041|40.8712665|-74.2066413|laniel6969|Tue Apr 01 04:00:01 +0000 2014|@420SKIANS @fielaursendk I'M PEEING MYSELF|myself peeing
450845011241082880|43.75758649|-79.8218274|KillerDosanjh|Tue Apr 01 04:00:01 +0000 2014|Fuck the Feds B telling me to turn down my music n shit😂 nigga I didn't payed good money for me subs for no reason ima let my baby's pound😏|baby didn down feds for fuck good ima let money music nigga payed pound reason shit subs telling the turn
450845011274264576|39.09403961|-84.85615142|morehead_alexis|Tue Apr 01 04:00:01 +0000 2014|Blake takes a pic of us on his phone then refuses to send me the pic... faggit. 😒|blake faggit his phone pic refuses send takes the then
450845011349737473|34.0200074|-118.50039955|ErinRae237|Tue Apr 01 04:00:01 +0000 2014|I wish I was @blondsiddhartha 😩|was wish
450845011362324480|34.05815481|-84.02686643|JamesJackDB|Tue Apr 01 04:00:01 +0000 2014|I can not wait for junior senior wars!|can for junior not senior wait wars
450845011387506689|31.0994242|-97.33937016|Its_MariahhhC|Tue Apr 01 04:00:01 +0000 2014|@Skyler_waynee but why would skyler do that ? 😑|but skyler that why would
450845011408846848|38.67972222|-90.46305556|whhillsweather|Tue Apr 01 04:00:01 +0000 2014|Wind 4.0 mph SSE. Barometer 29.849 in, Rising. Temperature 59.4 °F. Rain today 0.00 in. Humidity 56%|849 barometer humidity mph rain rising sse temperature today wind
450845011437821952|40.61777118|-93.92664609|theseattlechick|Tue Apr 01 04:00:01 +0000 2014|STUPID|stupid
450845011471380480|25.66899979|-80.44003294|DR_WeeMACK|Tue Apr 01 04:00:01 +0000 2014|@torpedonipples8 @_kassandrabby oh yeah lmaoo my bad|bad lmaoo yeah
450845011643355136|34.28020997|-118.58188901|zoetinsley|Tue Apr 01 04:00:01 +0000 2014|Replacing my cracked Iphone5 w/ an Iphone5s is so thoughtful of my mother 🌈|cracked iphone5 iphone5s mother replacing thoughtful
450845011672715264|33.87077606|-117.86818913|messiahBBB|Tue Apr 01 04:00:01 +0000 2014|@Imthemeatball my nigga trout doe|doe nigga trout
450845011698262016|39.695|-75.68444444|NewarkWeather|Tue Apr 01 04:00:01 +0000 2014|04/01@00:00 - Temp 49.0F, WC 49.0F. Wind 2.8mph NE, Gust 6.0mph. Bar 30.119in, Rising. Rain 0.00in. Hum 50%. UV 0.0. SolarRad 0.|00in 0mph 119in 8mph bar gust hum rain rising solarrad temp wind
450845011819499522|29.59592724|-98.26011244|Jamal_TF16|Tue Apr 01 04:00:01 +0000 2014|Talking is probably one of my least favorite things to do! I'm perfectly content sitting in silence|content favorite least one perfectly probably silence sitting talking things
450845011849273344|42.65369881|-71.30268054|YilianaR_|Tue Apr 01 04:00:01 +0000 2014|13 days until I'm 15 🎉🎈|days until
450845011983089664|31.58079829|-86.25885327|Flexxin_OnUm|Tue Apr 01 04:00:01 +0000 2014|i ain goin tah school tomorrow i slept in class and got sent out today 😂 refuse for it to happen again tomorrow lol|again ain and class for goin got happen lol out refuse school sent slept tah today tomorrow
450845012025016321|31.6631479|-86.69609653|CutieeNo_Bootyy|Tue Apr 01 04:00:01 +0000 2014|Brand new charger don't even work... Great .|brand charger don even great new work
450845012108906496|32.86002787|-96.56928811|PatTheIceGod|Tue Apr 01 04:00:01 +0000 2014|@tminerva_ you so lightskin....... And im telling|and lightskin telling you
450845012272488449|32.43153331|-93.77346652|_____Rae|Tue Apr 01 04:00:01 +0000 2014|“@DoItLike_Whit: Tumblr calms my soul 🙌”|calms doitlike soul tumblr whit
450845012343791617|41.11572395|-81.71253445|DrJM25|Tue Apr 01 04:00:01 +0000 2014|@CassieBaby070 PITCHING. Not pinching|not pinching pitching
450845012377350144|39.53573107|-119.82355071|gabbiescarf|Tue Apr 01 04:00:01 +0000 2014|The final episode of how I met your mother tonight.......I AM UNABLE TO EVEN|episode even final how met mother the tonight unable your
450845012386131969|31.2534514|-82.38069328|IBallHowBoutU|Tue Apr 01 04:00:01 +0000 2014|Jo becoming next dee|becoming dee next
450845012411305984|35.23099209|-80.84553773|JRBaskey|Tue Apr 01 04:00:01 +0000 2014|It's April Fools Day! Yay! 😃😃😃😃|april day fools yay
450845012503572480|28.55165335|-81.27607582|Mzflamade|Tue Apr 01 04:00:01 +0000 2014|@LoganPaul happy birthday !!!! 🎉🎁🎈🎂|birthday happy
450845012553900033|25.74942605|-80.3502763|gisellearauz|Tue Apr 01 04:00:01 +0000 2014|HAPPY BIRTHDAY FINALLY 18 ABOUT TIME!!! Ily 💘💘💘 NOW GO GET DRUNK BETCH 🌀🌚 @solangexoxo|about betch birthday drunk finally get happy ily now time
450845012566106112|25.73452487|-100.27553619|maury_yesyesyes|Tue Apr 01 04:00:01 +0000 2014|Te quiero bastante! &lt;3 http://t.co/ltBdeQ2TUQ|bastante quiero
450845012658778112|40.1311879|-79.89590113|karliii_abel|Tue Apr 01 04:00:01 +0000 2014|I better get to see Mya today 😫🙏💁|better get mya see today
450845012725473281|35.22643499|-97.20828522|CJCiulla|Tue Apr 01 04:00:01 +0000 2014|There is now Cinnabon flavored vodka. Either I'm about to die or my cinnamon roll addiction has to come to an unconventional end.|about addiction cinnabon cinnamon come die either end flavored has now roll there unconventional vodka
450845012775825408|44.74925459|-93.20639677|AlexisDanilee|Tue Apr 01 04:00:02 +0000 2014|I know my worth 💞|know worth
450845012872667136|32.71676661|-96.85356455|josexrobles|Tue Apr 01 04:00:02 +0000 2014|She: So why didn't you ever come to my house. So why didn't you come over? We can hang out, you know?… http://t.co/bD6OdDdmgD|can come didn ever hang house know out over she why you
450845012876853248|28.6025624|-81.27137227|victoriapearl4|Tue Apr 01 04:00:02 +0000 2014|@JackDail @HunterGeurink what's cfa|cfa what
450845012901638144|26.18676919|-98.16754812|Marcness11|Tue Apr 01 04:00:02 +0000 2014|Halfway through season 9 #HIMYM I fkn love this show and if you don't watch it so yourself a favor. #netflixthatshit|#himym #netflixthatshit and don favor fkn halfway love season show this through watch you yourself
450845012985909248|35.21931798|-80.1315963|waldroup18|Tue Apr 01 04:00:02 +0000 2014|@FeistyLioness_ word .|word
450845013061419008|34.53180531|-78.78535015|thtrighttoo|Tue Apr 01 04:00:02 +0000 2014|Gotta be a bigger purpose for me|bigger for gotta purpose
450845013111345152|39.47523452|-88.17320459|dlashai|Tue Apr 01 04:00:02 +0000 2014|these hoes are for anyone.. pick u one, get u one!|anyone are for get hoes one pick these
450845013123940352|33.73066325|-116.39728423|gabbaxoxo|Tue Apr 01 04:00:02 +0000 2014|@biteyour_lip @Tiny_Hippy I fucking love that game !!!!!!!!!!!!|fucking game love that
450845013149114369|30.00648384|-97.88132007|young_knowladge|Tue Apr 01 04:00:02 +0000 2014|27- your pretty and super chill we needa hangout soon 😌😏|and chill hangout needa pretty soon super your
450845013258162176|30.02567873|-95.80287279|WheresYourBitch|Tue Apr 01 04:00:02 +0000 2014|I raised up where them thots at.|raised them thots where
450845013296300032|40.6968116|-74.18204937|JWALKNY|Tue Apr 01 04:00:02 +0000 2014|It's been real #WMC2014. Until next year.|#wmc2014 been next real until year
450845013375979520|40.21185001|-74.02517944|wavy4lyfe|Tue Apr 01 04:00:02 +0000 2014|mad as hell this weed so ass|ass hell mad this weed
450845013501829120|40.8411137|-73.9148603|_WadeWhiskey_|Tue Apr 01 04:00:02 +0000 2014|@Stephanie_Genco it blows.|blows
450845014902321153|38.78700459|-77.40246213|jesstulik|Tue Apr 01 04:00:02 +0000 2014|haha the usual... atleast my outfits on point😜 http://t.co/odQYOGky9L|atleast haha outfits point the usual
450845014902321154|25.6584368|-100.1740195|CorttezMarlen|Tue Apr 01 04:00:02 +0000 2014|@HmGerardo1 #siganlo #noloconosco #en #persona #pero #es #sonriente http://t.co/IWJBcNJWuR|#en #es #noloconosco #pero #persona #siganlo #sonriente
450845015019753473|33.39274961|-111.95256514|gabiisaunicorn|Tue Apr 01 04:00:02 +0000 2014|“@CommonGayTweets: "When's the last time you slept with someone?" Uh... Idk.. It's been a while... http://t.co/nczT7fbUIW” hahahahaha|been commongaytweets hahahahaha idk last slept someone the time when while with you
450845015120424960|30.43293763|-90.46278935|MarHarrison_|Tue Apr 01 04:00:02 +0000 2014|Yes http://t.co/FZgwhJx6rT|yes
450845015292399616|61.18309081|-149.80069908|Alatalo19|Tue Apr 01 04:00:02 +0000 2014|“@jstlikedori: I literally cannot right now. Is it Friday yet?” http://t.co/I7U5Knk5lq|cannot friday jstlikedori literally now right yet
450845015384682496|35.30104239|-119.01744395|atlanta_cee|Tue Apr 01 04:00:02 +0000 2014|@ObeySosaJay no, he lets me lol|lets lol
450845015544451072|28.36995154|-81.60773373|ellethesickest|Tue Apr 01 04:00:02 +0000 2014|@rachel_eddings7 it really is. We need to switch back to non iPhones #wearemean|#wearemean back iphones need non really switch
450845015590182912|40.0203007|-82.9636788|iTweetHerTwat|Tue Apr 01 04:00:02 +0000 2014|@my_iNk_iSPINK bitch you almost my color lol.|almost bitch color lol you
450845015661477889|39.28365426|-123.21745684|knimyaShaw|Tue Apr 01 04:00:02 +0000 2014|#IWishIWasHere 🍺👙☀️ http://t.co/OJpJN3w9pz|#iwishiwashere
450845015686643712|33.08578775|-112.01545817|XavierMeintzer|Tue Apr 01 04:00:02 +0000 2014|Every girls first handjob https://t.co/T1GH6KoVz3|every first girls handjob
450845015833870336|34.97710501|-78.56233807|LovelyyLadiee_|Tue Apr 01 04:00:02 +0000 2014|Some Drivers now days just don't give af'|days don drivers give just now some
450845015917350912|40.1403796|-87.633018|its_jayana|Tue Apr 01 04:00:02 +0000 2014|IM FINNA BLOCK ALL THEM . Treating me like I'm 4 . Woah .|all block finna like them treating woah
450845015971868672|34.2689197|-118.4252225|YaBoiiB_8|Tue Apr 01 04:00:02 +0000 2014|"@ayylmao: Justin bieber needa chill http://t.co/puPF35bbgh" Lmao hahahaha|ayylmao bieber chill hahahaha justin lmao needa
450845015971876864|32.69696826|-114.65729409|hosATapia|Tue Apr 01 04:00:02 +0000 2014|@AngelitaAMO @e_ornelas8 oye que le paso a el!? Ya lo desconectó la ferny del mundo?|del desconect ferny mundo oye paso que
450845015997448192|42.13439859|-72.58456749|msalvarez_|Tue Apr 01 04:00:02 +0000 2014|@THEEREALKAY HAPPY BIRTHDAY BABY I LOVE YOU SO MUCH 💕👭🎀|baby birthday happy love much you
450845016072544256|42.99296119|-88.01356822|_flordelaluna|Tue Apr 01 04:00:02 +0000 2014|It must be random guys from my past contact me day bc this is the 3rd dude to hit me up all "hope all is well" and I'm just like ?¿!!¡??¿|3rd all and contact day dude from guys hit hope just like must past random the this well
450845016098107393|43.00647335|-78.80715424|_oliviagraves|Tue Apr 01 04:00:02 +0000 2014|@ShermanWill_4 he's just jealous sherm :)|jealous just sherm
450845016127459328|39.99541984|-76.35253886|Jac_inthebox_|Tue Apr 01 04:00:02 +0000 2014|I ate my twin the womb😳|ate the twin womb
450845016173203457|43.76032568|-79.69004347|Raejean_H|Tue Apr 01 04:00:02 +0000 2014|@ibreakankles_1 HBD fam|fam hbd
450845016219729920|43.0101878|-76.1940614|ShaylaGoldenx3|Tue Apr 01 04:00:02 +0000 2014|I can't be loyal to someone who's not loyal to me. Did it all before. Won't be made a fool again!|again all before can did fool loyal made not someone who won
450845016261279744|36.1367678|-115.0635693|taracalifornia1|Tue Apr 01 04:00:02 +0000 2014|#Stephanie|#stephanie
450845016282644480|43.1902793|-77.6422199|FreshGuy_Rios|Tue Apr 01 04:00:02 +0000 2014|"@JamalTheGreat01: Who told bitches it was cute to shave their head?" BUT REALLY THO|bitches but cute head jamalthegreat01 really shave their tho told was who
450845016337186816|42.38955321|-71.03280582|Kgarcia_98|Tue Apr 01 04:00:02 +0000 2014|Not tired😐but I need to attempt to get some sleep ..✌️✌️|attempt but get need not sleep some tired
450845016374521856|30.52517904|-96.70879587|kelseyhoffman14|Tue Apr 01 04:00:02 +0000 2014|petro was pretty simple but soooo boring. 😩|boring but petro pretty simple soooo was
450845016420663296|37.8692373|-122.25060256|itscroopy|Tue Apr 01 04:00:02 +0000 2014|@jessicabrodie just followed me *cue fangirl moment*|cue fangirl followed just moment
450845016466792448|34.25822571|-85.19755479|JenkinsJosiah|Tue Apr 01 04:00:02 +0000 2014|Follow me on Instagram: JosiahJenkins ! Might follow back!|back follow instagram josiahjenkins might
450845016521326593|45.49072004|-122.80735664|MaggieeeMay_|Tue Apr 01 04:00:02 +0000 2014|Tomorrow I'm buying tickets for Grieves and I'm so dang excited! #watw|#watw and buying dang excited for grieves tickets tomorrow
450845016542699520|28.50044333|-81.23425727|_Wianro|Tue Apr 01 04:00:02 +0000 2014|It's late, goodnight guys.|goodnight guys late
450845016554889218|25.54868871|-103.44223619|_JessicaAmador|Tue Apr 01 04:00:02 +0000 2014|Lo bueno de que mañana hay enlace es que no tendre examen de Calculo, bueno eso espero🙏|ana bueno calculo enlace eso espero examen hay que tendre
